text,labels
It also says militants that launched rockets from densely populated areas placed Gaza civilians at risk of Israeli counter strikes .,O O O O O O O O O O O O B-org O O O O B-gpe O O O
"The report focuses on Hamas tactics used just before and during Israel 's three-week offensive in Gaza , from last November to mid-January .",O O O O B-org O O O O O O B-geo O O O O B-geo O O O B-time O B-geo O
Human Rights Watch and other rights groups have repeatedly accused Israel of committing war crimes .,B-org I-org I-org O O O O O O O B-geo O O O O O
"At least 1,3 Palestinians and 13 Israelis were killed during the Israeli offensive .",O O O B-gpe O O B-gpe O O O O B-gpe O O
"Some of the latest secret U.S. cables released by WikiLeaks say Saudi Arabia proposed deploying an Arab military force backed by the U.N. , U.S. and NATO to crush Hezbollah forces in Lebanon .",O O O O O B-geo O O O B-org O B-org I-org O O O B-gpe O O O O O B-org O B-geo O B-org O O B-org O O B-geo O
"According to the cables , Saudi Foreign Minister Saud al-Faisal said in May 2008 that what he called a "" security response "" was needed to prevent the militant group - and its patron , Iran - from taking power in the Lebanese capital , Beirut .",O O O O O B-org O O B-per I-per O O B-time I-time O O O O O O O O O O O O O O O O O O O O O B-geo O O O O O O B-gpe O O B-org O
The exchange between al-Faisal and U.S. diplomat David Satterfield took place days after Hezbollah had briefly seized control of large sections of Beruit during fighting with pro-government supporters .,O O O O O B-geo O B-per I-per O O O O B-org O O O O O O O O B-geo O O O O O O
"Al-Faisal told Satterfield that only the Lebanese prime minister , Jordan , Egypt and the Arab League were aware of the plan .",O O B-per O O O B-gpe O O O B-gpe O B-org O O B-org I-org O O O O O O
The U.S. responded by questioning the political and military feasibility of the plan .,O B-geo O O O O O O O O O O O O
"The U.S. space agency , NASA , is preparing to put a long-armed lander on the icy north pole of Mars to search for water and possible signs of life .",O B-geo O O O B-org O O O O O O O O O O O O O O B-geo O O O O O O O O O O
Scientists working on the Phoenix Mars project said Thursday they plan to launch the $ 386 million spacecraft in August 2007 and land 10 months later .,O O O O B-event I-event O O B-time O O O O O O O O O O B-time I-time O O B-time O B-time O
The probe will use its long robotic arm to dig into the ice and terrain to gather soil samples near the arctic surface .,O O O O O O O O O O O O O O O O O O O O O O O O
"Scientists say ice is interesting because if there is any life on Mars , it is most likely to be found near water .",O O O O O O O O O O O O B-geo O O O O O O O O O O O
An earlier mission called Mars Odyssey first detected icy soil at the north pole of Mars in 2002 .,O O O O B-event I-event O O O O O O O O O B-geo O B-time O
The U.S. military in Iraq says coalition forces have captured a suspected terrorist with close ties to Iran 's elite Quds force .,O B-geo O O B-geo O O O O O O O O O O O O B-geo O O O O O
"A military statement Friday said the suspect was detained in a raid Thursday near Baqubah , and that he allegedly facilitated the transport of weapons and personnel from Iran to Iraq .",O O O B-time O O O O O O O O B-time O B-geo O O O O O O O O O O O O O B-geo O B-geo O
The statement said the suspect also is believed to have facilitated the flow of sophisticated roadside bombs into Iraq from Iran to be used against coalition forces .,O O O O O O O O O O O O O O O O O O B-geo O B-geo O O O O O O O
The bombs - known as explosively formed projectiles or EFPs - can penetrate armor .,O O O O O O O O O O O O O O O
Iran has denied U.S. charges that it is providing weapons and training to Shi'ite militants in Iraq .,B-org O O B-geo O O O O O O O O O B-org O O B-geo O
"Iran and the U.S. discussed Iraq 's security situation in May , during the highest-level talks between the two countries in nearly 30 years .",B-org O O B-geo O B-geo O O O O B-time O O O O O O O O O O O B-time O O
Both sides have said they are ready for a second round of talks on Iraq .,O O O O O O O O O O O O O O B-geo O
Venezuelan President Hugo Chavez has arrived in Syria for a three-day diplomatic visit .,B-gpe B-per I-per I-per O O O B-geo O O B-time O O O
Syrian state media say President Bashar al-Assad met Mr. Chavez Tuesday at the airport in Damascus .,B-gpe O O O B-per I-per I-per O B-per I-per B-time O O O O B-geo O
The two leaders are expected to hold talks on bilateral cooperation .,O O O O O O O O O O O O
"The Venezuelan president has built close ties with Syria , Iran and other countries in the Middle East , while relations have grown tense with Israel .",O B-gpe O O O O O O B-geo O B-geo O O O O O B-geo I-geo O O O O O O O B-gpe O
"Earlier this month , Israel recalled its ambassador to Venezuela after Mr. Chavez said that Israeli attacks against Hezbollah in Lebanon were "" genocide . """,O O O O B-gpe O O O O B-geo O B-per I-per O O B-gpe O O B-org O B-geo O O O O O
"Previously , President Chavez withdrew Venezuela 's ambassador to Israel to show what he called his "" indignation "" over the Israeli military offensive in Lebanon .",O O B-per I-per O B-gpe O O O B-geo O O O O O O O O O O O B-gpe O O O B-geo O
The World Health Organization estimates that between five and 10 percent of us suffer from depression at any given time .,O B-org I-org I-org O O O B-time I-time O O O O O O O O O O O O
But fewer than a third of those with depression receive appropriate care .,O O O O O O O O O O O O O
"In the United States , more than 21 million people suffer from depression .",O O B-geo I-geo O O O O O O O O O O
"For millions , no treatment works .",O O O O O O O
"Now , doctors are trying an experimental technique that shows promise in treating some difficult cases of depression .",O O O O O O O O O O O O O O O O O O O
VOA 's Carol Pearson reports .,B-org O B-per I-per O O
The agency that monitors daily images of the Arctic ice pack reports the ice in early September reached its minimum but did not retreat as much this year as last .,O O O O O O O O B-geo O O O O O O O B-time O O O O O O O O O O O O O O
"But scientists warn that in about the last decade , the world 's sea ice has melted faster than expected .",O O O O O O O O B-time O O O O O O O O O O O O
"The National Snow and Ice Data Center in Boulder , Colorado , which monitors the daily updates of NASA 's satellite images , says the northern winter ice now has begun to re-form .",O B-org I-org I-org I-org I-org I-org O B-geo O B-geo O O O O O O O B-org O O O O O O O O O O O O O O O
VOA 's Paul Sisco spoke with NASA Ice Science Project chief scientist Jay Zwally about this year 's near record summer melt .,B-org O B-per I-per O O B-org I-org I-org I-org O O B-per I-per O O O O O O B-time I-time O
Venezuelan President Hugo Chavez is in Havana for talks with Cuban leader Fidel Castro .,B-gpe B-per I-per I-per O O B-geo O O O B-gpe O B-per I-per O
The two close allies met at the Palace of the Revolution Tuesday .,O O O O O O O B-geo O O O B-time O
"Their agenda was not made public , but experts say they likely discussed Cuba 's energy needs .",O O O O O O O O O O O O O B-geo O O O O
Venezuela provides about one-third of Cuba 's oil .,B-geo O O O O B-geo O O O
Mr. Castro has appeared in public in a wheelchair since an accidental fall in October .,B-per I-per O O O O O O O O O O O O B-time O
But he was shown standing next to Mr. Chavez in an official photo taken when he welcomed him at the Havana airport late Monday .,O O O O O O O B-per I-per O O O O O O O O O O O B-geo I-geo O B-time O
"The two countries have close political , economic and cultural ties .",O O O O O O O O O O O O
Havana has sent hundreds of health care workers and teachers to its South American ally .,B-geo O O O O O O O O O O O O B-gpe O O
"Police in South Korea have arrested a man and six women who they say used the Internet to buy and sell human eggs , in violation of the country 's bioethics law .",O O B-geo I-geo O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Seoul police arrested the man Saturday .,B-org O O O O B-time O
They say he is in his late 20s and identified him only as Kim .,O O O O O O O B-time O O O O O B-geo O
"Police say the women sold or bought the eggs , using web sites created by Mr. Kim to arrange the deals .",O O O O O O O O O O O O O O O B-per B-geo O O O O O
Police said the deals involved thousands of dollars .,O O O O O O O O O
"Under South Korean law , buyers and sellers of human eggs or sperm face up to three years in prison .",O B-geo B-gpe O O O O O O O O O O O O O O O O O O
The broker faces two years .,O O O B-time O O
An Indonesian newspaper is reporting that Indonesian police have arrested a man believed to have played a key role in September 's car bombing outside the Australian Embassy in Jakarta .,O B-gpe O O O O B-gpe O O O O O O O O O O O O O B-time O O O O O B-gpe O O B-geo O
"Indonesia 's leading newspaper , Kompas , quotes police sources as saying Iwan Darmawan , also known as Rois , was arrested two weeks ago on Java island .",B-geo O O O O B-per O O O O O O B-per I-per O O O O B-per O O O B-time O O O B-geo O O
"The newspaper quoted the police sources as saying Mr. Darmawan is accused of having a key planning role in the September 9 embassy attack , which killed 10 people .",O O O O O O O O B-per B-org O O O O O O O O O O B-time I-time O O O O O O O O
"He is also accused of being involved in the 2002 Bali bombings , as well as last year 's car bombing attack on a Jakarta luxury hotel .",O O O O O O O O O B-time I-time O O O O O O O O O O O O O B-geo O O O
"Police have said two Malaysian militants , who remain at large , are the masterminds of the embassy attack .",O O O B-time B-gpe O O O O O O O O O O O O O O O
"A Sri Lankan aid agency with ties to Tamil Tiger rebels says two of 10 reportedly kidnapped employees have returned to their families , but that eight others are still missing .",O B-org I-org O O O O O B-geo I-geo O O O O O O O O O O O O O O O O O O O O O O
