,Sentences,Word,POST,Predicted
11026,,scandal,NN,O
11027,,in,IN,O
11028,,Iraq,NNP,B-geo
11029,,to,TO,O
11030,,avoid,VB,O
11031,,another,DT,O
11032,,public,JJ,O
11033,,outrage,NN,O
11034,,.,.,O
11035,Sentence: 9516,The,DT,O
11036,,Afghanistan,NNP,B-geo
11037,,incident,NN,O
11038,,triggered,VBD,O
11039,,an,DT,O
11040,,Army,NNP,B-org
11041,,investigation,NN,O
11042,,.,.,O
11043,Sentence: 9517,Army,NN,B-org
11044,,records,NNS,O
11045,,show,VBP,O
11046,,that,IN,O
11047,,several,JJ,O
11048,,soldiers,NNS,O
11049,,were,VBD,O
11050,,charged,VBN,O
11051,,with,IN,O
11052,,dereliction,NN,O
11053,,of,IN,O
11054,,duty,NN,O
11055,,",",",",O
11056,,but,CC,O
11057,,more,RBR,O
11058,,serious,JJ,O
11059,,charges,NNS,O
11060,,were,VBD,O
11061,,not,RB,O
11062,,substantiated,VBN,O
11063,,.,.,O
11064,Sentence: 9518,The,DT,O
11065,,American,NNP,B-gpe
11066,,Civil,NNP,I-org
11067,,Liberties,NNPS,I-org
11068,,Union,NNP,I-org
11069,,says,VBZ,O
11070,,the,DT,O
11071,,new,JJ,O
11072,,documents,NNS,O
11073,,suggest,VBP,O
11074,,that,IN,O
11075,,abuse,NN,O
11076,,of,IN,O
11077,,prisoners,NNS,O
11078,,in,IN,O
11079,,Iraq,NNP,B-geo
11080,,and,CC,O
11081,,Afghanistan,NNP,B-geo
11082,,may,MD,O
11083,,be,VB,O
11084,,widespread,JJ,O
11085,,.,.,O
11086,Sentence: 9519,The,DT,O
11087,,group,NN,O
11088,,had,VBD,O
11089,,requested,VBN,O
11090,,information,NN,O
11091,,about,IN,O
11092,,U.S.-held,JJ,O
11093,,detainees,NNS,O
11094,,.,.,O
11095,Sentence: 9520,Afghan,JJ,B-gpe
11096,,election,NN,O
11097,,officials,NNS,O
11098,,have,VBP,O
11099,,finished,VBN,O
11100,,counting,VBG,O
11101,,ballots,NNS,O
11102,,from,IN,O
11103,,last,JJ,O
11104,,month,NN,O
11105,,'s,POS,O
11106,,legislative,JJ,O
11107,,elections,NNS,O
11108,,and,CC,O
11109,,are,VBP,O
11110,,to,TO,O
11111,,release,VB,O
11112,,some,DT,O
11113,,provisional,JJ,O
11114,,results,NNS,O
11115,,Thursday,NNP,B-tim
11116,,.,.,O
11117,Sentence: 9521,A,DT,O
11118,,spokesman,NN,O
11119,,for,IN,O
11120,,the,DT,O
11121,,joint,JJ,O
11122,,U.N.-Afghan,JJ,B-org
11123,,election,NN,O
11124,,commission,NN,O
11125,,says,VBZ,O
11126,,the,DT,O
11127,,physical,JJ,O
11128,,count,NN,O
11129,,is,VBZ,O
11130,,complete,JJ,O
11131,,",",",",O
11132,,except,IN,O
11133,,for,IN,O
11134,,some,DT,O
11135,,ballots,NNS,O
11136,,that,WDT,O
11137,,are,VBP,O
11138,,subject,JJ,O
11139,,to,TO,O
11140,,audit,NN,O
11141,,.,.,O
11142,Sentence: 9522,Vote,NN,O
11143,,counts,NNS,O
11144,,are,VBP,O
11145,,to,TO,O
11146,,be,VB,O
11147,,released,VBN,O
11148,,in,IN,O
11149,,phases,NNS,O
11150,,over,IN,O
11151,,the,DT,O
11152,,coming,JJ,O
11153,,days,NNS,O
11154,,",",",",O
11155,,as,IN,O
11156,,officials,NNS,O
11157,,investigate,VB,O
11158,,reports,NNS,O
11159,,of,IN,O
11160,,vote,NN,O
11161,,fraud,NN,O
11162,,.,.,O
11163,Sentence: 9523,Final,JJ,O
11164,,results,NNS,O
11165,,are,VBP,O
11166,,due,JJ,O
11167,,by,IN,O
11168,,October,NNP,B-tim
11169,,22,CD,I-tim
11170,,.,.,O
11171,Sentence: 9524,Unofficial,JJ,O
11172,,tallies,NNS,O
11173,,show,VBP,O
11174,,that,IN,O
11175,,warlords,NNS,O
11176,,and,CC,O
11177,,opponents,NNS,O
11178,,of,IN,O
11179,,President,NNP,B-per
11180,,Hamid,NNP,I-per
11181,,Karzai,NNP,I-per
11182,,have,VBP,O
11183,,fared,VBN,O
11184,,relatively,RB,O
11185,,well,RB,O
11186,,",",",",O
11187,,and,CC,O
11188,,women,NNS,O
11189,,lawmakers,NNS,O
11190,,could,MD,O
11191,,hold,VB,O
11192,,the,DT,O
11193,,balance,NN,O
11194,,of,IN,O
11195,,power,NN,O
11196,,in,IN,O
11197,,the,DT,O
11198,,new,JJ,O
11199,,national,JJ,O
11200,,assembly,NN,O
11201,,.,.,O
11202,Sentence: 9525,Meanwhile,RB,O
11203,,",",",",O
11204,,a,DT,O
11205,,suspected,JJ,O
11206,,suicide,NN,O
11207,,bomber,NN,O
11208,,has,VBZ,O
11209,,blown,VBN,O
11210,,up,RP,O
11211,,a,DT,O
11212,,pick-up,NN,O
11213,,truck,NN,O
11214,,near,IN,O
11215,,a,DT,O
11216,,Canadian,JJ,B-gpe
11217,,military,JJ,O
11218,,convoy,NN,O
11219,,in,IN,O
11220,,southern,JJ,B-geo
11221,,Afghanistan,NNP,I-geo
11222,,",",",",O
11223,,killing,VBG,O
11224,,himself,PRP,O
11225,,and,CC,O
11226,,a,DT,O
11227,,child,NN,O
11228,,.,.,O
11229,Sentence: 9526,Three,CD,O
11230,,Canadian,JJ,B-gpe
11231,,soldiers,NNS,O
11232,,were,VBD,O
11233,,wounded,VBN,O
11234,,.,.,O
11235,Sentence: 9527,French,JJ,B-gpe
11236,,Prime,NNP,B-per
11237,,Minister,NNP,I-per
11238,,Dominique,NNP,I-per
11239,,de,NNP,I-per
11240,,Villepin,NNP,I-per
11241,,says,VBZ,O
11242,,smoking,NN,O
11243,,will,MD,O
11244,,be,VB,O
11245,,banned,VBN,O
11246,,in,IN,O
11247,,most,JJS,O
11248,,public,JJ,O
11249,,places,NNS,O
11250,,in,IN,O
11251,,his,PRP$,O
11252,,country,NN,O
11253,,in,IN,O
11254,,February,NNP,B-tim
11255,,.,.,O
11256,Sentence: 9528,Speaking,VBG,O
11257,,Sunday,NNP,B-tim
11258,,to,TO,O
11259,,French,JJ,B-gpe
11260,,media,NNS,O
11261,,",",",",O
11262,,the,DT,O
11263,,prime,JJ,O
11264,,minister,NN,O
11265,,said,VBD,O
11266,,the,DT,O
11267,,ban,NN,O
11268,,will,MD,O
11269,,be,VB,O
11270,,extended,VBN,O
11271,,to,TO,O
11272,,cover,VB,O
11273,,bars,NNS,O
11274,,",",",",O
11275,,restaurants,NNS,O
11276,,",",",",O
11277,,hotels,NNS,O
11278,,and,CC,O
11279,,discotheques,NNS,O
11280,,in,IN,O
11281,,January,NNP,B-tim
11282,,of,IN,I-tim
11283,,2008,CD,I-tim
11284,,.,.,O
11285,Sentence: 9529,In,IN,O
11286,,a,DT,O
11287,,parliamentary,JJ,O
11288,,report,NN,O
11289,,last,JJ,O
11290,,week,NN,O
11291,,",",",",O
11292,,French,JJ,B-gpe
11293,,lawmakers,NNS,O
11294,,called,VBD,O
11295,,for,IN,O
11296,,a,DT,O
11297,,total,JJ,O
11298,,ban,NN,O
11299,,effective,JJ,O
11300,,next,JJ,O
11301,,September,NNP,B-tim
11302,,.,.,O
11303,Sentence: 9530,The,DT,O
11304,,only,JJ,O
11305,,exceptions,NNS,O
11306,,would,MD,O
11307,,be,VB,O
11308,,commercial,JJ,O
11309,,establishments,NNS,O
11310,,that,WDT,O
11311,,provide,VBP,O
11312,,sealed,JJ,O
11313,,smoking,NN,O
11314,,areas,NNS,O
11315,,with,IN,O
11316,,separate,JJ,O
11317,,ventilation,NN,O
11318,,systems,NNS,O
11319,,.,.,O
11320,Sentence: 9531,The,DT,O
11321,,French,JJ,B-gpe
11322,,news,NN,O
11323,,agency,NN,O
11324,,quotes,VBZ,O
11325,,Mr.,NNP,B-per
11326,,de,NNP,I-per
11327,,Villepin,NNP,I-per
11328,,as,IN,O
11329,,saying,VBG,O
11330,,an,DT,O
11331,,estimated,VBN,O
11332,,5,CD,O
11333,,people,NNS,O
11334,,die,VBP,O
11335,,in,IN,O
11336,,France,NNP,B-geo
11337,,every,DT,O
11338,,year,NN,O
11339,,from,IN,O
11340,,the,DT,O
11341,,effects,NNS,O
11342,,of,IN,O
11343,,passive,JJ,O
11344,,smoking,NN,O
11345,,.,.,O
11346,Sentence: 9532,He,PRP,O
11347,,said,VBD,O
11348,,those,DT,O
11349,,figures,NNS,O
11350,,present,VBP,O
11351,,a,DT,O
11352,,"""",``,O
11353,,totally,RB,O
11354,,unacceptable,JJ,O
11355,,situation,NN,O
11356,,"""",``,O
11357,,in,IN,O
11358,,terms,NNS,O
11359,,of,IN,O
11360,,public,JJ,O
11361,,health,NN,O
11362,,.,.,O
11363,Sentence: 9533,France,NNP,B-geo
11364,,is,VBZ,O
11365,,the,DT,O
11366,,latest,JJS,O
11367,,European,JJ,O
11368,,country,NN,O
11369,,to,TO,O
11370,,sharply,RB,O
11371,,curtail,VB,O
11372,,smoking,NN,O
11373,,in,IN,O
11374,,public,JJ,O
11375,,places,NNS,O
11376,,.,.,O
11377,Sentence: 9534,Britain,NNP,B-geo
11378,,",",",",O
11379,,Italy,NNP,B-geo
11380,,",",",",O
11381,,Sweden,NNP,B-geo
11382,,",",",",O
11383,,Ukraine,NNP,B-geo
11384,,and,CC,O
11385,,Spain,NNP,B-geo
11386,,are,VBP,O
11387,,considering,VBG,O
11388,,similar,JJ,O
11389,,measures,NNS,O
11390,,.,.,O
11391,Sentence: 9535,Japan,NNP,B-org
11392,,'s,POS,O
11393,,Foreign,NNP,I-org
11394,,Ministry,NNP,I-org
11395,,says,VBZ,O
11396,,Russian,JJ,B-gpe
11397,,authorities,NNS,O
11398,,have,VBP,O
11399,,seized,VBN,O
11400,,four,CD,O
11401,,Japanese,JJ,B-gpe
11402,,fishing,NN,O
11403,,boats,NNS,O
11404,,in,IN,O
11405,,disputed,JJ,O
11406,,waters,NNS,O
11407,,off,IN,O
11408,,Russia,NNP,B-geo
11409,,'s,POS,O
11410,,far,RB,O
11411,,east,JJ,O
11412,,on,IN,O
11413,,suspicion,NN,O
11414,,of,IN,O
11415,,illegal,JJ,O
11416,,fishing,NN,O
11417,,.,.,O
11418,Sentence: 9536,The,DT,O
11419,,ministry,NN,O
11420,,said,VBD,O
11421,,Saturday,NNP,B-tim
11422,,that,IN,O
11423,,the,DT,O
11424,,boats,NNS,O
11425,,were,VBD,O
11426,,intercepted,JJ,O
11427,,and,CC,O
11428,,searched,VBD,O
11429,,by,IN,O
11430,,Russian,JJ,B-gpe
11431,,officials,NNS,O
11432,,off,IN,O
11433,,Kamchatka,NNP,B-geo
11434,,peninsula,NN,O
11435,,",",",",O
11436,,and,CC,O
11437,,have,VBP,O
11438,,been,VBN,O
11439,,taken,VBN,O
11440,,to,TO,O
11441,,the,DT,O
11442,,Russian,JJ,B-gpe
11443,,port,NN,O
11444,,of,IN,O
11445,,Petropavlosk-Kamchatskii,NNP,B-geo
11446,,.,.,O
11447,Sentence: 9537,Earlier,RBR,O
11448,,this,DT,O
11449,,year,NN,O
11450,,",",",",O
11451,,a,DT,O
11452,,Russian,JJ,B-gpe
11453,,border,NN,O
11454,,patrol,NN,O
11455,,fired,VBD,O
11456,,on,IN,O
11457,,a,DT,O
11458,,Japanese,JJ,B-gpe
11459,,fishing,NN,O
11460,,boat,NN,O
11461,,in,IN,O
11462,,the,DT,O
11463,,disputed,JJ,O
11464,,waters,NNS,O
11465,,",",",",O
11466,,killing,VBG,O
11467,,a,DT,O
11468,,fisherman,NN,O
11469,,before,IN,O
11470,,seizing,VBG,O
11471,,the,DT,O
11472,,vessel,NN,O
11473,,and,CC,O
11474,,the,DT,O
11475,,remaining,VBG,O
11476,,three,CD,O
11477,,crew,NN,O
11478,,members,NNS,O
11479,,.,.,O
11480,Sentence: 9538,The,DT,O
11481,,incident,NN,O
11482,,increased,VBD,O
11483,,already,RB,O
11484,,tense,JJ,O
11485,,relations,NNS,O
11486,,over,IN,O
11487,,the,DT,O
11488,,four,CD,O
11489,,Kuril,NNP,B-org
11490,,islands,NNS,O
11491,,",",",",O
11492,,which,WDT,O
11493,,were,VBD,O
11494,,seized,VBN,O
11495,,by,IN,O
11496,,Soviet,JJ,B-gpe
11497,,troops,NNS,O
11498,,at,IN,O
11499,,the,DT,O
11500,,end,NN,B-tim
11501,,of,IN,I-tim
11502,,World,NNP,O
11503,,War,NNP,O
11504,,II,NNP,B-eve
11505,,",",",",O
11506,,and,CC,O
11507,,are,VBP,O
11508,,still,RB,O
11509,,claimed,VBN,O
11510,,by,IN,O
11511,,Japan,NNP,B-geo
11512,,.,.,O
11513,Sentence: 9539,The,DT,O
11514,,dispute,NN,O
11515,,over,IN,O
11516,,the,DT,O
11517,,islands,NNS,O
11518,,has,VBZ,O
11519,,prevented,VBN,O
11520,,the,DT,O
11521,,two,CD,O
11522,,countries,NNS,O
11523,,from,IN,O
11524,,signing,VBG,O
11525,,a,DT,O
11526,,peace,NN,O
11527,,treaty,NN,O
11528,,officially,RB,O
11529,,ending,VBG,O
11530,,the,DT,O
11531,,war,NN,O
11532,,.,.,O
11533,Sentence: 9540,Indiana,NNP,B-per
11534,,Jones,NNP,I-per
11535,,is,VBZ,O
11536,,returning,VBG,O
11537,,-,:,O
11538,,and,CC,O
11539,,Cate,NNP,B-per
11540,,Blanchett,NNP,I-per
11541,,may,MD,O
11542,,be,VB,O
11543,,along,IN,O
11544,,for,IN,O
11545,,the,DT,O
11546,,ride,NN,O
11547,,.,.,O
11548,Sentence: 9541,The,DT,O
11549,,award-winning,JJ,O
11550,,actress,NN,O
11551,,is,VBZ,O
11552,,reportedly,RB,O
11553,,negotiating,VBG,O
11554,,a,DT,O
11555,,role,NN,O
11556,,in,IN,O
11557,,the,DT,O
11558,,fourth,JJ,O
11559,,installment,NN,O
11560,,of,IN,O
11561,,the,DT,O
11562,,Indiana,NNP,B-per
11563,,Jones,NNP,I-org
11564,,series,NN,O
11565,,.,.,O
11566,Sentence: 9542,Harrison,NNP,B-per
11567,,Ford,NNP,I-per
11568,,has,VBZ,O
11569,,already,RB,O
11570,,signed,VBN,O
11571,,on,IN,O
11572,,to,TO,O
11573,,portray,VB,O
11574,,the,DT,O
11575,,fedora-wearing,JJ,O
11576,,adventurer,NN,O
11577,,.,.,O
11578,Sentence: 9543,Cate,NNP,B-per
11579,,Blanchett,NNP,I-per
11580,,won,VBD,O
11581,,a,DT,O
11582,,2005,CD,B-tim
11583,,Best,JJS,O
11584,,Supporting,VBG,O
11585,,Actress,NNP,O
11586,,Academy,NNP,O
11587,,Award,NNP,O
11588,,for,IN,O
11589,,The,DT,O
11590,,Aviator,NNP,O
11591,,",",",",O
11592,,and,CC,O
11593,,this,DT,O
11594,,year,NN,O
11595,,received,VBD,O
11596,,a,DT,O
11597,,supporting,JJ,O
11598,,nomination,NN,O
11599,,for,IN,O
11600,,her,PRP$,O
11601,,role,NN,O
11602,,in,IN,O
11603,,Notes,NNP,O
11604,,On,IN,O
11605,,A,DT,O
11606,,Scandal,NNP,O
11607,,.,.,O
11608,Sentence: 9544,Steven,NNP,B-per
11609,,Spielberg,NNP,I-per
11610,,will,MD,O
11611,,direct,VB,O
11612,,the,DT,O
11613,,film,NN,O
11614,,",",",",O
11615,,scheduled,VBN,O
11616,,to,TO,O
11617,,begin,VB,O
11618,,shooting,VBG,O
11619,,in,IN,O
11620,,June,NNP,B-tim
11621,,in,IN,O
11622,,Los,NNP,B-geo
11623,,Angeles,NNP,I-geo
11624,,and,CC,O
11625,,undisclosed,JJ,O
11626,,international,JJ,O
11627,,locations,NNS,O
11628,,.,.,O
11629,Sentence: 9545,Paramount,NNP,B-org
11630,,Pictures,NNP,I-org
11631,,will,MD,O
11632,,release,VB,O
11633,,Indy,NNP,O
11634,,4,CD,O
11635,,worldwide,NN,O
11636,,on,IN,O
11637,,May,NNP,B-tim
11638,,22,CD,I-tim
11639,,",",",",I-tim
11640,,2008,CD,I-tim
11641,,.,.,O
11642,Sentence: 9546,The,DT,O
11643,,United,NNP,B-geo
11644,,States,NNPS,I-geo
11645,,has,VBZ,O
11646,,appealed,VBN,O
11647,,to,TO,O
11648,,China,NNP,B-geo
11649,,to,TO,O
11650,,restore,VB,O
11651,,military,JJ,O
11652,,ties,NNS,O
11653,,",",",",O
11654,,despite,IN,O
11655,,friction,NN,O
11656,,about,IN,O
11657,,U.S.,NNP,B-gpe
11658,,arms,NNS,O
11659,,sales,NNS,O
11660,,to,TO,O
11661,,Taiwan,NNP,B-geo
11662,,.,.,O
11663,Sentence: 9547,Speaking,VBG,O
11664,,to,TO,O
11665,,reporters,NNS,O
11666,,at,IN,O
11667,,a,DT,O
11668,,security,NN,O
11669,,conference,NN,O
11670,,in,IN,O
11671,,Singapore,NNP,B-geo
11672,,Saturday,NNP,B-tim
11673,,",",",",O
11674,,U.S.,NNP,B-org
11675,,Defense,NNP,O
11676,,Secretary,NNP,B-per
11677,,Robert,NNP,I-per
11678,,Gates,NNP,I-per
11679,,said,VBD,O
11680,,China,NNP,B-geo
11681,,'s,POS,O
11682,,decision,NN,O
11683,,to,TO,O
11684,,break,VB,O
11685,,off,RP,O
11686,,military-to-military,JJ,O
11687,,contacts,NNS,O
11688,,earlier,RBR,O
11689,,this,DT,O
11690,,year,NN,O
11691,,could,MD,O
11692,,undercut,VB,O
11693,,regional,JJ,O
11694,,stability,NN,O
11695,,.,.,O
11696,Sentence: 9548,Gates,NNP,B-per
11697,,said,VBD,O
11698,,it,PRP,O
11699,,is,VBZ,O
11700,,clear,JJ,O
11701,,interruptions,NNS,O
11702,,in,IN,O
11703,,the,DT,O
11704,,U.S.,NNP,B-gpe
11705,,military,JJ,O
11706,,relationship,NN,O
11707,,with,IN,O
11708,,China,NNP,B-geo
11709,,will,MD,O
11710,,not,RB,O
11711,,change,VB,O
11712,,Washington,NNP,B-geo
11713,,'s,POS,O
11714,,policy,NN,O
11715,,toward,IN,O
11716,,Taiwan,NNP,B-geo
11717,,.,.,O
11718,Sentence: 9549,Beijing,NNP,B-geo
11719,,broke,VBD,O
11720,,off,RP,O
11721,,military-to-military,JJ,O
11722,,contacts,NNS,O
11723,,after,IN,O
11724,,the,DT,O
11725,,Obama,NNP,B-per
11726,,administration,NN,O
11727,,notified,VBD,O
11728,,Congress,NNP,B-org
11729,,in,IN,O
11730,,January,NNP,B-tim
11731,,of,IN,O
11732,,a,DT,O
11733,,plan,NN,O
11734,,to,TO,O
11735,,sell,VB,O
11736,,Taiwan,NNP,B-geo
11737,,up,IN,O
11738,,to,TO,O
11739,,$,$,O
11740,,42890,CD,O
11741,,billion,CD,O
11742,,worth,NN,O
11743,,of,IN,O
11744,,arms,NNS,O
11745,,.,.,O
11746,Sentence: 9550,China,NNP,B-geo
11747,,also,RB,O
11748,,refused,VBD,O
11749,,a,DT,O
11750,,proposed,VBN,O
11751,,visit,NN,O
11752,,by,IN,O
11753,,Gates,NNP,B-per
11754,,during,IN,O
11755,,his,PRP$,O
11756,,trip,NN,O
11757,,to,TO,O
11758,,Asia,NNP,B-geo
11759,,.,.,O
11760,Sentence: 9551,Gates,NNP,B-per
11761,,said,VBD,O
11762,,the,DT,O
11763,,arms,NNS,O
11764,,sales,NNS,O
11765,,are,VBP,O
11766,,not,RB,O
11767,,a,DT,O
11768,,threat,NN,O
11769,,",",",",O
11770,,because,IN,O
11771,,Washington,NNP,B-geo
11772,,does,VBZ,O
11773,,not,RB,O
11774,,support,VB,O
11775,,independence,NN,O
11776,,for,IN,O
11777,,Taiwan,NNP,B-geo
11778,,.,.,O
11779,Sentence: 9552,The,DT,O
11780,,island,NN,O
11781,,nation,NN,O
11782,,has,VBZ,O
11783,,been,VBN,O
11784,,able,JJ,O
11785,,to,TO,O
11786,,attract,VB,O
11787,,foreign,JJ,O
11788,,business,NN,O
11789,,and,CC,O
11790,,investment,NN,O
11791,,",",",",O
11792,,especially,RB,O
11793,,in,IN,O
11794,,its,PRP$,O
11795,,offshore,JJ,O
11796,,banking,NN,O
11797,,and,CC,O
11798,,tourism,NN,O
11799,,industries,NNS,O
11800,,",",",",O
11801,,with,IN,O
11802,,a,DT,O
11803,,surge,NN,O
11804,,in,IN,O
11805,,foreign,JJ,O
11806,,direct,JJ,O
11807,,investment,NN,O
11808,,in,IN,O
11809,,2006,CD,B-tim
11810,,",",",",O
11811,,attributed,VBN,O
11812,,to,TO,O
11813,,the,DT,O
11814,,construction,NN,O
11815,,of,IN,O
11816,,several,JJ,O
11817,,tourism,NN,O
11818,,projects,NNS,O
11819,,.,.,O
11820,Sentence: 9553,Although,IN,O
11821,,crops,NNS,O
11822,,such,JJ,O
11823,,as,IN,O
11824,,bananas,NNS,O
11825,,",",",",O
11826,,mangos,NNS,O
11827,,",",",",O
11828,,and,CC,O
11829,,avocados,NNS,O
11830,,continue,VBP,O
11831,,to,TO,O
11832,,be,VB,O
11833,,grown,VBN,O
11834,,for,IN,O
11835,,export,NN,O
11836,,",",",",O
11837,,tourism,NN,O
11838,,provides,VBZ,O
11839,,Saint,NNP,B-per
11840,,Lucia,NNP,I-per
11841,,'s,POS,O
11842,,main,JJ,O
11843,,source,NN,O
11844,,of,IN,O
11845,,income,NN,O
11846,,and,CC,O
11847,,the,DT,O
11848,,industry,NN,O
11849,,is,VBZ,O
11850,,the,DT,O
11851,,island,NN,O
11852,,'s,POS,O
11853,,biggest,JJS,O
11854,,employer,NN,O
11855,,.,.,O
11856,Sentence: 9554,Tourism,NNP,O
11857,,is,VBZ,O
11858,,the,DT,O
11859,,main,JJ,O
11860,,source,NN,O
11861,,of,IN,O
11862,,foreign,JJ,O
11863,,exchange,NN,O
11864,,",",",",O
11865,,although,IN,O
11866,,tourism,NN,O
11867,,sector,NN,O
11868,,revenues,NNS,O
11869,,declined,VBD,O
11870,,with,IN,O
11871,,the,DT,O
11872,,global,JJ,O
11873,,economic,JJ,O
11874,,downturn,NN,O
11875,,as,IN,O
11876,,US,NNP,B-org
11877,,and,CC,O
11878,,European,JJ,O
11879,,travel,NN,O
11880,,dropped,VBD,O
11881,,in,IN,O
11882,,2009,CD,B-tim
11883,,.,.,O
11884,Sentence: 9555,The,DT,O
11885,,manufacturing,NN,O
11886,,sector,NN,O
11887,,is,VBZ,O
11888,,the,DT,O
11889,,most,RBS,O
11890,,diverse,JJ,O
11891,,in,IN,O
11892,,the,DT,O
11893,,Eastern,NNP,B-geo
11894,,Caribbean,NNP,I-geo
11895,,area,NN,O
11896,,",",",",O
11897,,and,CC,O
11898,,the,DT,O
11899,,government,NN,O
11900,,is,VBZ,O
11901,,trying,VBG,O
11902,,to,TO,O
11903,,revitalize,VB,O
11904,,the,DT,O
11905,,banana,NN,O
11906,,industry,NN,O
11907,,",",",",O
11908,,although,IN,O
11909,,recent,JJ,O
11910,,hurricanes,NNS,O
11911,,have,VBP,O
11912,,caused,VBN,O
11913,,exports,NNS,O
11914,,to,TO,O
11915,,contract,NN,O
11916,,.,.,O
11917,Sentence: 9556,Saint,NNP,B-per
11918,,Lucia,NNP,I-per
11919,,is,VBZ,O
11920,,vulnerable,JJ,O
11921,,to,TO,O
11922,,a,DT,O
11923,,variety,NN,O
11924,,of,IN,O
11925,,external,JJ,O
11926,,shocks,NNS,O
11927,,including,VBG,O
11928,,volatile,JJ,O
11929,,tourism,NN,O
11930,,receipts,NNS,O
11931,,",",",",O
11932,,natural,JJ,O
11933,,disasters,NNS,O
11934,,",",",",O
11935,,and,CC,O
11936,,dependence,NN,O
11937,,on,IN,O
11938,,foreign,JJ,O
11939,,oil,NN,O
11940,,.,.,O
11941,Sentence: 9557,The,DT,O
11942,,public,JJ,O
11943,,debt-to-GDP,NN,O
11944,,ratio,NN,O
11945,,is,VBZ,O
11946,,about,IN,O
11947,,77,CD,O
11948,,%,NN,O
11949,,and,CC,O
11950,,high,JJ,O
11951,,debt,NN,O
11952,,servicing,VBG,O
11953,,obligations,NNS,O
11954,,constrain,VBP,O
11955,,the,DT,O
11956,,KING,NNP,B-org
11957,,administration,NN,O
11958,,'s,POS,O
11959,,ability,NN,O
11960,,to,TO,O
11961,,respond,VB,O
11962,,to,TO,O
11963,,adverse,JJ,O
11964,,external,JJ,O
11965,,shocks,NNS,O
11966,,.,.,O
11967,Sentence: 9558,Economic,JJ,O
11968,,fundamentals,NNS,O
11969,,remain,VBP,O
11970,,solid,JJ,O
11971,,",",",",O
11972,,even,RB,O
11973,,though,IN,O
11974,,unemployment,NN,O
11975,,needs,VBZ,O
11976,,to,TO,O
11977,,be,VB,O
11978,,reduced,VBN,O
11979,,.,.,O
11980,Sentence: 9559,Although,IN,O
11981,,the,DT,O
11982,,regional,JJ,O
11983,,hub,NN,O
11984,,for,IN,O
11985,,trade,NN,O
11986,,and,CC,O
11987,,finance,NN,O
11988,,in,IN,O
11989,,East,NNP,B-geo
11990,,Africa,NNP,I-geo
11991,,",",",",O
11992,,Kenya,NNP,B-geo
11993,,has,VBZ,O
11994,,been,VBN,O
11995,,hampered,VBN,O
11996,,by,IN,O
11997,,corruption,NN,O
11998,,and,CC,O
11999,,by,IN,O
12000,,reliance,NN,O
12001,,upon,IN,O
12002,,several,JJ,O
12003,,primary,JJ,O
12004,,goods,NNS,O
12005,,whose,WP$,O
12006,,prices,NNS,O
12007,,have,VBP,O
12008,,remained,VBN,O
12009,,low,JJ,O
12010,,.,.,O
12011,Sentence: 9560,In,IN,O
12012,,1997,CD,B-tim
12013,,",",",",O
12014,,the,DT,O
12015,,IMF,NNP,B-org
12016,,suspended,VBD,O
12017,,Kenya,NNP,B-org
12018,,'s,POS,O
12019,,Enhanced,NNP,I-org
12020,,Structural,NNP,I-org
12021,,Adjustment,NNP,I-org
12022,,Program,NNP,O
12023,,due,JJ,O
12024,,to,TO,O
12025,,the,DT,O
12026,,government,NN,O
12027,,'s,POS,O
12028,,failure,NN,O
12029,,to,TO,O
12030,,maintain,VB,O
12031,,reforms,NNS,O
12032,,and,CC,O
12033,,curb,VB,O
12034,,corruption,NN,O
12035,,.,.,O
12036,Sentence: 9561,The,DT,O
12037,,IMF,NNP,B-org
12038,,",",",",O
12039,,which,WDT,O
12040,,had,VBD,O
12041,,resumed,VBN,O
12042,,loans,NNS,O
12043,,in,IN,O
12044,,2000,CD,B-tim
12045,,to,TO,O
12046,,help,VB,O
12047,,Kenya,NNP,B-geo
12048,,through,IN,O
12049,,a,DT,O
12050,,drought,NN,O
12051,,",",",",O
12052,,again,RB,O
12053,,halted,VBD,O
12054,,lending,NN,O
12055,,in,IN,O
12056,,2001,CD,B-tim
12057,,when,WRB,O
12058,,the,DT,O
12059,,government,NN,O
12060,,failed,VBD,O
12061,,to,TO,O
12062,,institute,VB,O
12063,,several,JJ,O
12064,,anticorruption,NN,O
12065,,measures,NNS,O
12066,,.,.,O
12067,Sentence: 9562,In,IN,O
12068,,the,DT,O
12069,,key,JJ,O
12070,,December,NNP,B-tim
12071,,2002,CD,I-tim
12072,,elections,NNS,O
12073,,",",",",O
12074,,Daniel,NNP,B-per
12075,,Arap,NNP,I-per
12076,,MOI,NNP,I-per
12077,,'s,POS,O
12078,,24-year-old,JJ,O
12079,,reign,NN,O
12080,,ended,VBN,O
12081,,",",",",O
12082,,and,CC,O
12083,,a,DT,O
12084,,new,JJ,O
12085,,opposition,NN,O
12086,,government,NN,O
12087,,took,VBD,O
12088,,on,IN,O
12089,,the,DT,O
12090,,formidable,JJ,O
12091,,economic,JJ,O
12092,,problems,NNS,O
12093,,facing,VBG,O
12094,,the,DT,O
12095,,nation,NN,O
12096,,.,.,O
12097,Sentence: 9563,After,IN,O
12098,,some,DT,O
12099,,early,JJ,O
12100,,progress,NN,O
12101,,in,IN,O
12102,,rooting,VBG,O
12103,,out,RP,O
12104,,corruption,NN,O
12105,,and,CC,O
12106,,encouraging,JJ,O
